product_id,product_key,product_name,product_cost,product_category,start_date,end_date
338,BI-RB-BK-R50B-44,ROAD-650 BLACK- 44,413.0,Roadways,2011-07-01,2007-12-28
339,BI-RB-BK-R50B-44,ROAD-650 BLACK- 44,487.0,Roadways,2012-07-01,2008-12-27
340,BI-RB-BK-R50B-48,ROAD-650 BLACK- 48,413.0,Roadways,2011-07-01,2007-12-28
341,BI-RB-BK-R50B-48,ROAD-650 BLACK- 48,487.0,Roadways,2012-07-01,2008-12-27
342,BI-RB-BK-R50B-52,ROAD-650 BLACK- 52,413.0,Roadways,2011-07-01,2007-12-28
343,BI-RB-BK-R50B-52,ROAD-650 BLACK- 52,487.0,Roadways,2012-07-01,2008-12-27
344,BI-MB-BK-M82S-38,MOUNTAIN-100 SILVER- 38,1912.0,Mountain,2011-07-01,2007-12-28
345,BI-MB-BK-M82S-42,MOUNTAIN-100 SILVER- 42,1912.0,Mountain,2011-07-01,2007-12-28
346,BI-MB-BK-M82S-44,MOUNTAIN-100 SILVER- 44,1912.0,Mountain,2011-07-01,2007-12-28
347,BI-MB-BK-M82S-48,MOUNTAIN-100 SILVER- 48,1912.0,Mountain,2011-07-01,2007-12-28
348,BI-MB-BK-M82B-38,MOUNTAIN-100 BLACK- 38,1898.0,Mountain,2011-07-01,2007-12-28
349,BI-MB-BK-M82B-42,MOUNTAIN-100 BLACK- 42,1898.0,Mountain,2011-07-01,2007-12-28
350,BI-MB-BK-M82B-44,MOUNTAIN-100 BLACK- 44,1898.0,Mountain,2011-07-01,2007-12-28
351,BI-MB-BK-M82B-48,MOUNTAIN-100 BLACK- 48,1898.0,Mountain,2011-07-01,2007-12-28
352,BI-MB-BK-M68S-38,MOUNTAIN-200 SILVER- 38,1118.0,Mountain,2012-07-01,2008-12-27
353,BI-MB-BK-M68S-38,MOUNTAIN-200 SILVER- 38,1266.0,Mountain,2013-07-01,
354,BI-MB-BK-M68S-42,MOUNTAIN-200 SILVER- 42,1118.0,Mountain,2012-07-01,2008-12-27
355,BI-MB-BK-M68S-42,MOUNTAIN-200 SILVER- 42,1266.0,Mountain,2013-07-01,
356,BI-MB-BK-M68S-46,MOUNTAIN-200 SILVER- 46,1118.0,Mountain,2012-07-01,2008-12-27
357,BI-MB-BK-M68S-46,MOUNTAIN-200 SILVER- 46,1266.0,Mountain,2013-07-01,
358,BI-MB-BK-M68B-38,MOUNTAIN-200 BLACK- 38,1106.0,Mountain,2012-07-01,2008-12-27
359,BI-MB-BK-M68B-38,MOUNTAIN-200 BLACK- 38,1252.0,Mountain,2013-07-01,
360,BI-MB-BK-M68B-42,MOUNTAIN-200 BLACK- 42,1106.0,Mountain,2012-07-01,2008-12-27
361,BI-MB-BK-M68B-42,MOUNTAIN-200 BLACK- 42,1252.0,Mountain,2013-07-01,
362,BI-MB-BK-M68B-46,MOUNTAIN-200 BLACK- 46,1106.0,Mountain,2012-07-01,2008-12-27
363,BI-MB-BK-M68B-46,MOUNTAIN-200 BLACK- 46,1252.0,Mountain,2013-07-01,
364,BI-MB-BK-M47B-38,MOUNTAIN-300 BLACK- 38,598.0,Mountain,2012-07-01,2008-12-27
365,BI-MB-BK-M47B-40,MOUNTAIN-300 BLACK- 40,598.0,Mountain,2012-07-01,2008-12-27
366,BI-MB-BK-M47B-44,MOUNTAIN-300 BLACK- 44,598.0,Mountain,2012-07-01,2008-12-27
367,BI-MB-BK-M47B-48,MOUNTAIN-300 BLACK- 48,598.0,Mountain,2012-07-01,2008-12-27
368,BI-RB-BK-R89R-44,ROAD-250 RED- 44,1519.0,Roadways,2012-07-01,2008-12-27
369,BI-RB-BK-R89R-48,ROAD-250 RED- 48,1519.0,Roadways,2012-07-01,2008-12-27
370,BI-RB-BK-R89R-52,ROAD-250 RED- 52,1519.0,Roadways,2012-07-01,2008-12-27
371,BI-RB-BK-R89R-58,ROAD-250 RED- 58,1321.0,Roadways,2012-07-01,2008-12-27
372,BI-RB-BK-R89R-58,ROAD-250 RED- 58,1555.0,Roadways,2013-07-01,
373,BI-RB-BK-R89B-44,ROAD-250 BLACK- 44,1321.0,Roadways,2012-07-01,2008-12-27
374,BI-RB-BK-R89B-44,ROAD-250 BLACK- 44,1555.0,Roadways,2013-07-01,
375,BI-RB-BK-R89B-48,ROAD-250 BLACK- 48,1321.0,Roadways,2012-07-01,2008-12-27
376,BI-RB-BK-R89B-48,ROAD-250 BLACK- 48,1555.0,Roadways,2013-07-01,
377,BI-RB-BK-R89B-52,ROAD-250 BLACK- 52,1321.0,Roadways,2012-07-01,2008-12-27
378,BI-RB-BK-R89B-52,ROAD-250 BLACK- 52,1555.0,Roadways,2013-07-01,
379,BI-RB-BK-R89B-58,ROAD-250 BLACK- 58,1321.0,Roadways,2012-07-01,2008-12-27
380,BI-RB-BK-R89B-58,ROAD-250 BLACK- 58,1555.0,Roadways,2013-07-01,
381,BI-RB-BK-R64Y-38,ROAD-550-W YELLOW- 38,606.0,Roadways,2012-07-01,2008-12-27
382,BI-RB-BK-R64Y-38,ROAD-550-W YELLOW- 38,713.0,Roadways,2013-07-01,
383,BI-RB-BK-R64Y-40,ROAD-550-W YELLOW- 40,606.0,Roadways,2012-07-01,2008-12-27
384,BI-RB-BK-R64Y-40,ROAD-550-W YELLOW- 40,713.0,Roadways,2013-07-01,
385,BI-RB-BK-R64Y-42,ROAD-550-W YELLOW- 42,606.0,Roadways,2012-07-01,2008-12-27
386,BI-RB-BK-R64Y-42,ROAD-550-W YELLOW- 42,713.0,Roadways,2013-07-01,
387,BI-RB-BK-R64Y-44,ROAD-550-W YELLOW- 44,606.0,Roadways,2012-07-01,2008-12-27
388,BI-RB-BK-R64Y-44,ROAD-550-W YELLOW- 44,713.0,Roadways,2013-07-01,
389,BI-RB-BK-R64Y-48,ROAD-550-W YELLOW- 48,606.0,Roadways,2012-07-01,2008-12-27
390,BI-RB-BK-R64Y-48,ROAD-550-W YELLOW- 48,713.0,Roadways,2013-07-01,
391,CO-FO-FK-1639,LL FORK,66.0,Unknown,2012-07-01,2008-12-27
392,CO-FO-FK-5136,ML FORK,78.0,Unknown,2012-07-01,2008-12-27
393,CO-FO-FK-9939,HL FORK,102.0,Unknown,2012-07-01,2008-12-27
394,CO-HS-HS-0296,LL HEADSET,15.0,Unknown,2012-07-01,2008-12-27
395,CO-HS-HS-2451,ML HEADSET,45.0,Unknown,2012-07-01,2008-12-27
396,CO-HS-HS-3479,HL HEADSET,55.0,Unknown,2012-07-01,2008-12-27
397,CO-HB-HB-M243,LL MOUNTAIN HANDLEBARS,18.0,Mountain,2012-07-01,2008-12-27
398,CO-HB-HB-M243,LL MOUNTAIN HANDLEBARS,20.0,Mountain,2013-07-01,
399,CO-HB-HB-M763,ML MOUNTAIN HANDLEBARS,25.0,Mountain,2012-07-01,2008-12-27
400,CO-HB-HB-M763,ML MOUNTAIN HANDLEBARS,27.0,Mountain,2013-07-01,
401,CO-HB-HB-M918,HL MOUNTAIN HANDLEBARS,49.0,Mountain,2012-07-01,2008-12-27
402,CO-HB-HB-M918,HL MOUNTAIN HANDLEBARS,53.0,Mountain,2013-07-01,
403,CO-HB-HB-R504,LL ROAD HANDLEBARS,18.0,Roadways,2012-07-01,2008-12-27
404,CO-HB-HB-R504,LL ROAD HANDLEBARS,20.0,Roadways,2013-07-01,
405,CO-HB-HB-R720,ML ROAD HANDLEBARS,25.0,Roadways,2012-07-01,2008-12-27
406,CO-HB-HB-R720,ML ROAD HANDLEBARS,27.0,Roadways,2013-07-01,
407,CO-HB-HB-R956,HL ROAD HANDLEBARS,49.0,Roadways,2012-07-01,2008-12-27
408,CO-HB-HB-R956,HL ROAD HANDLEBARS,53.0,Roadways,2013-07-01,
409,CO-MF-FR-M63B-38,ML MOUNTAIN FRAME - BLACK- 38,186.0,Mountain,2012-07-01,2008-12-27
410,CO-WH-FW-M423,LL MOUNTAIN FRONT WHEEL,27.0,Mountain,2012-07-01,2008-12-27
411,CO-WH-FW-M762,ML MOUNTAIN FRONT WHEEL,93.0,Mountain,2012-07-01,2008-12-27
412,CO-WH-FW-M928,HL MOUNTAIN FRONT WHEEL,133.0,Mountain,2012-07-01,2008-12-27
413,CO-WH-FW-R623,LL ROAD FRONT WHEEL,38.0,Roadways,2012-07-01,2008-12-27
414,CO-WH-FW-R762,ML ROAD FRONT WHEEL,110.0,Roadways,2012-07-01,2008-12-27
415,CO-WH-FW-R820,HL ROAD FRONT WHEEL,147.0,Roadways,2012-07-01,2008-12-27
416,CO-WH-FW-T905,TOURING FRONT WHEEL,97.0,Touring,2012-07-01,2008-12-27
417,CO-RF-FR-R72Y-38,ML ROAD FRAME-W - YELLOW- 38,300.0,Roadways,2012-07-01,2008-12-27
418,CO-RF-FR-R72Y-38,ML ROAD FRAME-W - YELLOW- 38,361.0,Roadways,2013-07-01,
419,CO-WH-RW-M423,LL MOUNTAIN REAR WHEEL,39.0,Mountain,2012-07-01,2008-12-27
420,CO-WH-RW-M762,ML MOUNTAIN REAR WHEEL,105.0,Mountain,2012-07-01,2008-12-27
421,CO-WH-RW-M928,HL MOUNTAIN REAR WHEEL,145.0,Mountain,2012-07-01,2008-12-27
422,CO-WH-RW-R623,LL ROAD REAR WHEEL,50.0,Roadways,2012-07-01,2008-12-27
423,CO-WH-RW-R762,ML ROAD REAR WHEEL,122.0,Roadways,2012-07-01,2008-12-27
424,CO-WH-RW-R820,HL ROAD REAR WHEEL,159.0,Roadways,2012-07-01,2008-12-27
425,CO-WH-RW-T905,TOURING REAR WHEEL,109.0,Touring,2012-07-01,2008-12-27
426,CO-MF-FR-M63B-40,ML MOUNTAIN FRAME - BLACK- 40,186.0,Mountain,2012-07-01,2008-12-27
427,CO-MF-FR-M63B-44,ML MOUNTAIN FRAME - BLACK- 44,186.0,Mountain,2012-07-01,2008-12-27
428,CO-MF-FR-M63B-48,ML MOUNTAIN FRAME - BLACK- 48,186.0,Mountain,2012-07-01,2008-12-27
429,CO-RF-FR-R72Y-40,ML ROAD FRAME-W - YELLOW- 40,300.0,Roadways,2012-07-01,2008-12-27
430,CO-RF-FR-R72Y-40,ML ROAD FRAME-W - YELLOW- 40,361.0,Roadways,2013-07-01,
431,CO-RF-FR-R72Y-42,ML ROAD FRAME-W - YELLOW- 42,300.0,Roadways,2012-07-01,2008-12-27
432,CO-RF-FR-R72Y-42,ML ROAD FRAME-W - YELLOW- 42,361.0,Roadways,2013-07-01,
433,CO-RF-FR-R72Y-44,ML ROAD FRAME-W - YELLOW- 44,300.0,Roadways,2012-07-01,2008-12-27
434,CO-RF-FR-R72Y-44,ML ROAD FRAME-W - YELLOW- 44,361.0,Roadways,2013-07-01,
435,CO-RF-FR-R72Y-48,ML ROAD FRAME-W - YELLOW- 48,300.0,Roadways,2012-07-01,2008-12-27
436,CO-RF-FR-R72Y-48,ML ROAD FRAME-W - YELLOW- 48,361.0,Roadways,2013-07-01,
437,CO-RF-FR-R92B-62,HL ROAD FRAME - BLACK- 62,722.0,Roadways,2012-07-01,2008-12-27
438,CO-RF-FR-R92B-62,HL ROAD FRAME - BLACK- 62,869.0,Roadways,2013-07-01,
439,CO-RF-FR-R92B-44,HL ROAD FRAME - BLACK- 44,722.0,Roadways,2012-07-01,2008-12-27
440,CO-RF-FR-R92B-44,HL ROAD FRAME - BLACK- 44,869.0,Roadways,2013-07-01,
441,CO-RF-FR-R92B-48,HL ROAD FRAME - BLACK- 48,722.0,Roadways,2012-07-01,2008-12-27
442,CO-RF-FR-R92B-48,HL ROAD FRAME - BLACK- 48,869.0,Roadways,2013-07-01,
443,CO-RF-FR-R92B-52,HL ROAD FRAME - BLACK- 52,722.0,Roadways,2012-07-01,2008-12-27
444,CO-RF-FR-R92B-52,HL ROAD FRAME - BLACK- 52,869.0,Roadways,2013-07-01,
445,CL-SH-SH-M897-S,MEN'S SPORTS SHORTS- S,25.0,Sports,2012-07-01,2008-12-27
446,AC-PA-PA-T100,TOURING-PANNIERS- LARGE,52.0,Touring,2012-07-01,2008-12-27
447,AC-LO-LO-C100,CABLE LOCK,10.0,Sports,2012-07-01,2008-12-27
448,AC-PU-PU-0452,MINIPUMP,8.0,Sports,2012-07-01,2008-12-27
449,AC-PU-PU-M044,MOUNTAIN PUMP,10.0,Mountain,2012-07-01,2008-12-27
450,AC-LI-LT-T990,TAILLIGHTS - BATTERY-POWERED,6.0,Roadways,2012-07-01,2008-12-27
451,AC-LI-LT-H902,HEADLIGHTS - DUAL-BEAM,14.0,Roadways,2012-07-01,2008-12-27
452,AC-LI-LT-H903,HEADLIGHTS - WEATHERPROOF,19.0,Roadways,2012-07-01,2008-12-27
453,CL-SH-SH-M897-M,MEN'S SPORTS SHORTS- M,25.0,Sports,2012-07-01,2008-12-27
454,CL-SH-SH-M897-L,MEN'S SPORTS SHORTS- L,25.0,Sports,2012-07-01,2008-12-27
455,CL-SH-SH-M897-X,MEN'S SPORTS SHORTS- XL,25.0,Sports,2012-07-01,2008-12-27
456,CL-TI-TG-W091-S,WOMEN'S TIGHTS- S,31.0,Sports,2012-07-01,2008-12-27
457,CL-TI-TG-W091-M,WOMEN'S TIGHTS- M,31.0,Sports,2012-07-01,2008-12-27
458,CL-TI-TG-W091-L,WOMEN'S TIGHTS- L,31.0,Sports,2012-07-01,2008-12-27
459,CL-BS-SB-M891-S,MEN'S BIB-SHORTS- S,37.0,Sports,2012-07-01,2008-12-27
460,CL-BS-SB-M891-M,MEN'S BIB-SHORTS- M,37.0,Sports,2012-07-01,2008-12-27
461,CL-BS-SB-M891-L,MEN'S BIB-SHORTS- L,37.0,Sports,2012-07-01,2008-12-27
