S.NO.,product_id,product_key,product_name,category_id,product_category,product_subcategory,product_maintenance,product_cost,product_line,start_date,end_date
52,263,CO-RF-FR-R38R-44,LL ROAD FRAME - RED- 44,CO-RF,Components,Road Frames,Yes,187.0,Roadways,2012-07-01,2008-12-27
53,264,CO-RF-FR-R38R-48,LL ROAD FRAME - RED- 48,CO-RF,Components,Road Frames,Yes,181.0,Roadways,2011-07-01,2007-12-28
54,265,CO-RF-FR-R38R-48,LL ROAD FRAME - RED- 48,CO-RF,Components,Road Frames,Yes,187.0,Roadways,2012-07-01,2008-12-27
55,266,CO-RF-FR-R38R-52,LL ROAD FRAME - RED- 52,CO-RF,Components,Road Frames,Yes,181.0,Roadways,2011-07-01,2007-12-28
56,267,CO-RF-FR-R38R-52,LL ROAD FRAME - RED- 52,CO-RF,Components,Road Frames,Yes,187.0,Roadways,2012-07-01,2008-12-27
57,268,CO-RF-FR-R38R-58,LL ROAD FRAME - RED- 58,CO-RF,Components,Road Frames,Yes,181.0,Roadways,2011-07-01,2007-12-28
58,269,CO-RF-FR-R38R-58,LL ROAD FRAME - RED- 58,CO-RF,Components,Road Frames,Yes,187.0,Roadways,2012-07-01,2008-12-27
59,270,CO-RF-FR-R38R-60,LL ROAD FRAME - RED- 60,CO-RF,Components,Road Frames,Yes,181.0,Roadways,2011-07-01,2007-12-28
60,271,CO-RF-FR-R38R-60,LL ROAD FRAME - RED- 60,CO-RF,Components,Road Frames,Yes,187.0,Roadways,2012-07-01,2008-12-27
61,272,CO-RF-FR-R38R-62,LL ROAD FRAME - RED- 62,CO-RF,Components,Road Frames,Yes,181.0,Roadways,2011-07-01,2007-12-28
62,273,CO-RF-FR-R38R-62,LL ROAD FRAME - RED- 62,CO-RF,Components,Road Frames,Yes,187.0,Roadways,2012-07-01,2008-12-27
63,274,CO-RF-FR-R72R-44,ML ROAD FRAME - RED- 44,CO-RF,Components,Road Frames,Yes,352.0,Roadways,2011-07-01,2007-12-28
64,275,CO-RF-FR-R72R-48,ML ROAD FRAME - RED- 48,CO-RF,Components,Road Frames,Yes,352.0,Roadways,2011-07-01,2007-12-28
65,276,CO-RF-FR-R72R-52,ML ROAD FRAME - RED- 52,CO-RF,Components,Road Frames,Yes,352.0,Roadways,2011-07-01,2007-12-28
66,277,CO-RF-FR-R72R-58,ML ROAD FRAME - RED- 58,CO-RF,Components,Road Frames,Yes,352.0,Roadways,2011-07-01,2007-12-28
67,278,CO-RF-FR-R72R-60,ML ROAD FRAME - RED- 60,CO-RF,Components,Road Frames,Yes,352.0,Roadways,2011-07-01,2007-12-28
68,279,CO-RF-FR-R38B-44,LL ROAD FRAME - BLACK- 44,CO-RF,Components,Road Frames,Yes,176.0,Roadways,2011-07-01,2007-12-28
69,280,CO-RF-FR-R38B-44,LL ROAD FRAME - BLACK- 44,CO-RF,Components,Road Frames,Yes,170.0,Roadways,2012-07-01,2008-12-27
70,281,CO-RF-FR-R38B-44,LL ROAD FRAME - BLACK- 44,CO-RF,Components,Road Frames,Yes,205.0,Roadways,2013-07-01,
71,282,CO-RF-FR-R38B-48,LL ROAD FRAME - BLACK- 48,CO-RF,Components,Road Frames,Yes,176.0,Roadways,2011-07-01,2007-12-28
72,283,CO-RF-FR-R38B-48,LL ROAD FRAME - BLACK- 48,CO-RF,Components,Road Frames,Yes,170.0,Roadways,2012-07-01,2008-12-27
73,284,CO-RF-FR-R38B-48,LL ROAD FRAME - BLACK- 48,CO-RF,Components,Road Frames,Yes,205.0,Roadways,2013-07-01,
74,285,CO-RF-FR-R38B-52,LL ROAD FRAME - BLACK- 52,CO-RF,Components,Road Frames,Yes,176.0,Roadways,2011-07-01,2007-12-28
75,286,CO-RF-FR-R38B-52,LL ROAD FRAME - BLACK- 52,CO-RF,Components,Road Frames,Yes,170.0,Roadways,2012-07-01,2008-12-27
76,287,CO-RF-FR-R38B-52,LL ROAD FRAME - BLACK- 52,CO-RF,Components,Road Frames,Yes,205.0,Roadways,2013-07-01,
77,288,CO-MF-FR-M94S-42,HL MOUNTAIN FRAME - SILVER- 42,CO-MF,Components,Mountain Frames,Yes,624.0,Mountain,2011-07-01,2007-12-28
78,289,CO-MF-FR-M94S-42,HL MOUNTAIN FRAME - SILVER- 42,CO-MF,Components,Mountain Frames,Yes,661.0,Mountain,2012-07-01,2008-12-27
79,290,CO-MF-FR-M94S-42,HL MOUNTAIN FRAME - SILVER- 42,CO-MF,Components,Mountain Frames,Yes,747.0,Mountain,2013-07-01,
80,291,CO-MF-FR-M94S-44,HL MOUNTAIN FRAME - SILVER- 44,CO-MF,Components,Mountain Frames,Yes,707.0,Mountain,2011-07-01,2007-12-28
81,292,CO-MF-FR-M94S-52,HL MOUNTAIN FRAME - SILVER- 48,CO-MF,Components,Mountain Frames,Yes,707.0,Mountain,2011-07-01,2007-12-28
82,293,CO-MF-FR-M94S-46,HL MOUNTAIN FRAME - SILVER- 46,CO-MF,Components,Mountain Frames,Yes,624.0,Mountain,2011-07-01,2007-12-28
83,294,CO-MF-FR-M94S-46,HL MOUNTAIN FRAME - SILVER- 46,CO-MF,Components,Mountain Frames,Yes,661.0,Mountain,2012-07-01,2008-12-27
84,295,CO-MF-FR-M94S-46,HL MOUNTAIN FRAME - SILVER- 46,CO-MF,Components,Mountain Frames,Yes,747.0,Mountain,2013-07-01,
85,296,CO-MF-FR-M94B-42,HL MOUNTAIN FRAME - BLACK- 42,CO-MF,Components,Mountain Frames,Yes,617.0,Mountain,2011-07-01,2007-12-28
86,297,CO-MF-FR-M94B-42,HL MOUNTAIN FRAME - BLACK- 42,CO-MF,Components,Mountain Frames,Yes,654.0,Mountain,2012-07-01,2008-12-27
87,298,CO-MF-FR-M94B-42,HL MOUNTAIN FRAME - BLACK- 42,CO-MF,Components,Mountain Frames,Yes,739.0,Mountain,2013-07-01,
88,299,CO-MF-FR-M94B-44,HL MOUNTAIN FRAME - BLACK- 44,CO-MF,Components,Mountain Frames,Yes,699.0,Mountain,2011-07-01,2007-12-28
89,300,CO-MF-FR-M94B-48,HL MOUNTAIN FRAME - BLACK- 48,CO-MF,Components,Mountain Frames,Yes,699.0,Mountain,2011-07-01,2007-12-28
90,301,CO-MF-FR-M94B-46,HL MOUNTAIN FRAME - BLACK- 46,CO-MF,Components,Mountain Frames,Yes,617.0,Mountain,2011-07-01,2007-12-28
91,302,CO-MF-FR-M94B-46,HL MOUNTAIN FRAME - BLACK- 46,CO-MF,Components,Mountain Frames,Yes,654.0,Mountain,2012-07-01,2008-12-27
92,303,CO-MF-FR-M94B-46,HL MOUNTAIN FRAME - BLACK- 46,CO-MF,Components,Mountain Frames,Yes,739.0,Mountain,2013-07-01,
93,304,CO-MF-FR-M94B-38,HL MOUNTAIN FRAME - BLACK- 38,CO-MF,Components,Mountain Frames,Yes,617.0,Mountain,2011-07-01,2007-12-28
94,305,CO-MF-FR-M94B-38,HL MOUNTAIN FRAME - BLACK- 38,CO-MF,Components,Mountain Frames,Yes,654.0,Mountain,2012-07-01,2008-12-27
95,306,CO-MF-FR-M94B-38,HL MOUNTAIN FRAME - BLACK- 38,CO-MF,Components,Mountain Frames,Yes,739.0,Mountain,2013-07-01,
96,307,CO-MF-FR-M94S-38,HL MOUNTAIN FRAME - SILVER- 38,CO-MF,Components,Mountain Frames,Yes,624.0,Mountain,2011-07-01,2007-12-28
97,308,CO-MF-FR-M94S-38,HL MOUNTAIN FRAME - SILVER- 38,CO-MF,Components,Mountain Frames,Yes,661.0,Mountain,2012-07-01,2008-12-27
98,309,CO-MF-FR-M94S-38,HL MOUNTAIN FRAME - SILVER- 38,CO-MF,Components,Mountain Frames,Yes,747.0,Mountain,2013-07-01,
99,310,BI-RB-BK-R93R-62,ROAD-150 RED- 62,BI-RB,Bikes,Road Bikes,Yes,2171.0,Roadways,2011-07-01,2007-12-28
100,311,BI-RB-BK-R93R-44,ROAD-150 RED- 44,BI-RB,Bikes,Road Bikes,Yes,2171.0,Roadways,2011-07-01,2007-12-28
101,312,BI-RB-BK-R93R-48,ROAD-150 RED- 48,BI-RB,Bikes,Road Bikes,Yes,2171.0,Roadways,2011-07-01,2007-12-28
102,313,BI-RB-BK-R93R-52,ROAD-150 RED- 52,BI-RB,Bikes,Road Bikes,Yes,2171.0,Roadways,2011-07-01,2007-12-28
103,314,BI-RB-BK-R93R-56,ROAD-150 RED- 56,BI-RB,Bikes,Road Bikes,Yes,2171.0,Roadways,2011-07-01,2007-12-28
104,315,BI-RB-BK-R68R-58,ROAD-450 RED- 58,BI-RB,Bikes,Road Bikes,Yes,885.0,Roadways,2011-07-01,2007-12-28
105,316,BI-RB-BK-R68R-60,ROAD-450 RED- 60,BI-RB,Bikes,Road Bikes,Yes,885.0,Roadways,2011-07-01,2007-12-28
106,317,BI-RB-BK-R68R-44,ROAD-450 RED- 44,BI-RB,Bikes,Road Bikes,Yes,885.0,Roadways,2011-07-01,2007-12-28
107,318,BI-RB-BK-R68R-48,ROAD-450 RED- 48,BI-RB,Bikes,Road Bikes,Yes,885.0,Roadways,2011-07-01,2007-12-28
108,319,BI-RB-BK-R68R-52,ROAD-450 RED- 52,BI-RB,Bikes,Road Bikes,Yes,885.0,Roadways,2011-07-01,2007-12-28
109,320,BI-RB-BK-R50R-58,ROAD-650 RED- 58,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
110,321,BI-RB-BK-R50R-58,ROAD-650 RED- 58,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
111,322,BI-RB-BK-R50R-60,ROAD-650 RED- 60,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
112,323,BI-RB-BK-R50R-60,ROAD-650 RED- 60,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
113,324,BI-RB-BK-R50R-62,ROAD-650 RED- 62,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
114,325,BI-RB-BK-R50R-62,ROAD-650 RED- 62,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
115,326,BI-RB-BK-R50R-44,ROAD-650 RED- 44,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
116,327,BI-RB-BK-R50R-44,ROAD-650 RED- 44,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
117,328,BI-RB-BK-R50R-48,ROAD-650 RED- 48,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
118,329,BI-RB-BK-R50R-48,ROAD-650 RED- 48,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
119,330,BI-RB-BK-R50R-52,ROAD-650 RED- 52,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
120,331,BI-RB-BK-R50R-52,ROAD-650 RED- 52,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
121,332,BI-RB-BK-R50B-58,ROAD-650 BLACK- 58,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
122,333,BI-RB-BK-R50B-58,ROAD-650 BLACK- 58,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
123,334,BI-RB-BK-R50B-60,ROAD-650 BLACK- 60,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
124,335,BI-RB-BK-R50B-60,ROAD-650 BLACK- 60,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
125,336,BI-RB-BK-R50B-62,ROAD-650 BLACK- 62,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
126,337,BI-RB-BK-R50B-62,ROAD-650 BLACK- 62,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
127,338,BI-RB-BK-R50B-44,ROAD-650 BLACK- 44,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
128,339,BI-RB-BK-R50B-44,ROAD-650 BLACK- 44,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
129,340,BI-RB-BK-R50B-48,ROAD-650 BLACK- 48,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
130,341,BI-RB-BK-R50B-48,ROAD-650 BLACK- 48,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
131,342,BI-RB-BK-R50B-52,ROAD-650 BLACK- 52,BI-RB,Bikes,Road Bikes,Yes,413.0,Roadways,2011-07-01,2007-12-28
132,343,BI-RB-BK-R50B-52,ROAD-650 BLACK- 52,BI-RB,Bikes,Road Bikes,Yes,487.0,Roadways,2012-07-01,2008-12-27
133,344,BI-MB-BK-M82S-38,MOUNTAIN-100 SILVER- 38,BI-MB,Bikes,Mountain Bikes,Yes,1912.0,Mountain,2011-07-01,2007-12-28
134,345,BI-MB-BK-M82S-42,MOUNTAIN-100 SILVER- 42,BI-MB,Bikes,Mountain Bikes,Yes,1912.0,Mountain,2011-07-01,2007-12-28
135,346,BI-MB-BK-M82S-44,MOUNTAIN-100 SILVER- 44,BI-MB,Bikes,Mountain Bikes,Yes,1912.0,Mountain,2011-07-01,2007-12-28
136,347,BI-MB-BK-M82S-48,MOUNTAIN-100 SILVER- 48,BI-MB,Bikes,Mountain Bikes,Yes,1912.0,Mountain,2011-07-01,2007-12-28
137,348,BI-MB-BK-M82B-38,MOUNTAIN-100 BLACK- 38,BI-MB,Bikes,Mountain Bikes,Yes,1898.0,Mountain,2011-07-01,2007-12-28
138,349,BI-MB-BK-M82B-42,MOUNTAIN-100 BLACK- 42,BI-MB,Bikes,Mountain Bikes,Yes,1898.0,Mountain,2011-07-01,2007-12-28
139,350,BI-MB-BK-M82B-44,MOUNTAIN-100 BLACK- 44,BI-MB,Bikes,Mountain Bikes,Yes,1898.0,Mountain,2011-07-01,2007-12-28
140,351,BI-MB-BK-M82B-48,MOUNTAIN-100 BLACK- 48,BI-MB,Bikes,Mountain Bikes,Yes,1898.0,Mountain,2011-07-01,2007-12-28
141,352,BI-MB-BK-M68S-38,MOUNTAIN-200 SILVER- 38,BI-MB,Bikes,Mountain Bikes,Yes,1118.0,Mountain,2012-07-01,2008-12-27
142,353,BI-MB-BK-M68S-38,MOUNTAIN-200 SILVER- 38,BI-MB,Bikes,Mountain Bikes,Yes,1266.0,Mountain,2013-07-01,
143,354,BI-MB-BK-M68S-42,MOUNTAIN-200 SILVER- 42,BI-MB,Bikes,Mountain Bikes,Yes,1118.0,Mountain,2012-07-01,2008-12-27
144,355,BI-MB-BK-M68S-42,MOUNTAIN-200 SILVER- 42,BI-MB,Bikes,Mountain Bikes,Yes,1266.0,Mountain,2013-07-01,
145,356,BI-MB-BK-M68S-46,MOUNTAIN-200 SILVER- 46,BI-MB,Bikes,Mountain Bikes,Yes,1118.0,Mountain,2012-07-01,2008-12-27
146,357,BI-MB-BK-M68S-46,MOUNTAIN-200 SILVER- 46,BI-MB,Bikes,Mountain Bikes,Yes,1266.0,Mountain,2013-07-01,
147,358,BI-MB-BK-M68B-38,MOUNTAIN-200 BLACK- 38,BI-MB,Bikes,Mountain Bikes,Yes,1106.0,Mountain,2012-07-01,2008-12-27
148,359,BI-MB-BK-M68B-38,MOUNTAIN-200 BLACK- 38,BI-MB,Bikes,Mountain Bikes,Yes,1252.0,Mountain,2013-07-01,
149,360,BI-MB-BK-M68B-42,MOUNTAIN-200 BLACK- 42,BI-MB,Bikes,Mountain Bikes,Yes,1106.0,Mountain,2012-07-01,2008-12-27
150,361,BI-MB-BK-M68B-42,MOUNTAIN-200 BLACK- 42,BI-MB,Bikes,Mountain Bikes,Yes,1252.0,Mountain,2013-07-01,
151,362,BI-MB-BK-M68B-46,MOUNTAIN-200 BLACK- 46,BI-MB,Bikes,Mountain Bikes,Yes,1106.0,Mountain,2012-07-01,2008-12-27
152,363,BI-MB-BK-M68B-46,MOUNTAIN-200 BLACK- 46,BI-MB,Bikes,Mountain Bikes,Yes,1252.0,Mountain,2013-07-01,
153,364,BI-MB-BK-M47B-38,MOUNTAIN-300 BLACK- 38,BI-MB,Bikes,Mountain Bikes,Yes,598.0,Mountain,2012-07-01,2008-12-27
154,365,BI-MB-BK-M47B-40,MOUNTAIN-300 BLACK- 40,BI-MB,Bikes,Mountain Bikes,Yes,598.0,Mountain,2012-07-01,2008-12-27
155,366,BI-MB-BK-M47B-44,MOUNTAIN-300 BLACK- 44,BI-MB,Bikes,Mountain Bikes,Yes,598.0,Mountain,2012-07-01,2008-12-27
156,367,BI-MB-BK-M47B-48,MOUNTAIN-300 BLACK- 48,BI-MB,Bikes,Mountain Bikes,Yes,598.0,Mountain,2012-07-01,2008-12-27
157,368,BI-RB-BK-R89R-44,ROAD-250 RED- 44,BI-RB,Bikes,Road Bikes,Yes,1519.0,Roadways,2012-07-01,2008-12-27
158,369,BI-RB-BK-R89R-48,ROAD-250 RED- 48,BI-RB,Bikes,Road Bikes,Yes,1519.0,Roadways,2012-07-01,2008-12-27
159,370,BI-RB-BK-R89R-52,ROAD-250 RED- 52,BI-RB,Bikes,Road Bikes,Yes,1519.0,Roadways,2012-07-01,2008-12-27
160,371,BI-RB-BK-R89R-58,ROAD-250 RED- 58,BI-RB,Bikes,Road Bikes,Yes,1321.0,Roadways,2012-07-01,2008-12-27
161,372,BI-RB-BK-R89R-58,ROAD-250 RED- 58,BI-RB,Bikes,Road Bikes,Yes,1555.0,Roadways,2013-07-01,
162,373,BI-RB-BK-R89B-44,ROAD-250 BLACK- 44,BI-RB,Bikes,Road Bikes,Yes,1321.0,Roadways,2012-07-01,2008-12-27
163,374,BI-RB-BK-R89B-44,ROAD-250 BLACK- 44,BI-RB,Bikes,Road Bikes,Yes,1555.0,Roadways,2013-07-01,
164,375,BI-RB-BK-R89B-48,ROAD-250 BLACK- 48,BI-RB,Bikes,Road Bikes,Yes,1321.0,Roadways,2012-07-01,2008-12-27
165,376,BI-RB-BK-R89B-48,ROAD-250 BLACK- 48,BI-RB,Bikes,Road Bikes,Yes,1555.0,Roadways,2013-07-01,
166,377,BI-RB-BK-R89B-52,ROAD-250 BLACK- 52,BI-RB,Bikes,Road Bikes,Yes,1321.0,Roadways,2012-07-01,2008-12-27
167,378,BI-RB-BK-R89B-52,ROAD-250 BLACK- 52,BI-RB,Bikes,Road Bikes,Yes,1555.0,Roadways,2013-07-01,
168,379,BI-RB-BK-R89B-58,ROAD-250 BLACK- 58,BI-RB,Bikes,Road Bikes,Yes,1321.0,Roadways,2012-07-01,2008-12-27
169,380,BI-RB-BK-R89B-58,ROAD-250 BLACK- 58,BI-RB,Bikes,Road Bikes,Yes,1555.0,Roadways,2013-07-01,
170,381,BI-RB-BK-R64Y-38,ROAD-550-W YELLOW- 38,BI-RB,Bikes,Road Bikes,Yes,606.0,Roadways,2012-07-01,2008-12-27
171,382,BI-RB-BK-R64Y-38,ROAD-550-W YELLOW- 38,BI-RB,Bikes,Road Bikes,Yes,713.0,Roadways,2013-07-01,
172,383,BI-RB-BK-R64Y-40,ROAD-550-W YELLOW- 40,BI-RB,Bikes,Road Bikes,Yes,606.0,Roadways,2012-07-01,2008-12-27
173,384,BI-RB-BK-R64Y-40,ROAD-550-W YELLOW- 40,BI-RB,Bikes,Road Bikes,Yes,713.0,Roadways,2013-07-01,
174,385,BI-RB-BK-R64Y-42,ROAD-550-W YELLOW- 42,BI-RB,Bikes,Road Bikes,Yes,606.0,Roadways,2012-07-01,2008-12-27
175,386,BI-RB-BK-R64Y-42,ROAD-550-W YELLOW- 42,BI-RB,Bikes,Road Bikes,Yes,713.0,Roadways,2013-07-01,
